state_0,state_1,probability
1117,411,6.779477258643525e-09
1117,1292,2.0338431775930575e-08
1117,1097,1.355895451728705e-08
1117,977,6.779477258643525e-09
1117,179,6.779477258643525e-09
1117,989,6.779477258643525e-09
1117,647,6.779477258643525e-09
1117,92,6.779477258643525e-09
1117,599,6.779477258643525e-09
1117,181,2.71179090345741e-08
1117,1188,6.779477258643525e-09
1117,1197,6.779477258643525e-09
1117,516,2.71179090345741e-08
1117,683,6.779477258643525e-09
1117,467,6.779477258643525e-09
1117,775,6.779477258643525e-09
1117,1037,6.779477258643525e-09
1117,115,6.779477258643525e-09
1117,1088,6.779477258643525e-09
1117,1067,6.779477258643525e-09
1117,546,6.779477258643525e-09
1144,609,0.00039320968100132445
1144,1150,3.4371949701322672e-06
1144,1065,1.6948693146608811e-07
1144,619,1.2948801564009133e-06
1144,423,2.5084065856981044e-07
1144,775,1.355895451728705e-08
1144,451,1.1525111339693993e-07
1144,578,1.355895451728705e-08
1144,211,1.355895451728705e-08
1144,1175,7.457424984507877e-08
1144,952,1.1525111339693993e-07
1144,789,7.457424984507877e-08
1144,325,6.101529532779172e-08
1144,457,1.1525111339693993e-07
1144,342,2.71179090345741e-08
1144,741,1.355895451728705e-08
1144,546,2.0338431775930575e-08
1144,1121,1.0169215887965287e-07
1144,884,2.0338431775930575e-07
1144,601,6.101529532779172e-08
1144,661,3.3897386293217627e-08
1144,179,6.779477258643525e-09
1144,270,2.0338431775930575e-08
1144,725,3.3897386293217627e-08
1144,656,7.457424984507877e-08
1144,261,6.779477258643525e-09
1144,332,6.779477258643525e-09
1144,971,6.779477258643525e-09
1144,616,8.13537271037223e-08
1144,1064,6.779477258643525e-09
1144,631,6.779477258643525e-09
1144,532,6.779477258643525e-09
1144,1100,1.355895451728705e-08
1144,980,6.779477258643525e-09
1144,586,1.355895451728705e-08
1144,488,6.779477258643525e-09
1144,865,6.779477258643525e-09
1144,1140,6.779477258643525e-09
1144,1134,1.355895451728705e-08
1144,250,2.0338431775930575e-08
1144,352,6.101529532779172e-08
1144,511,1.355895451728705e-08
1144,530,6.779477258643525e-09
1144,691,2.71179090345741e-08
1144,417,4.067686355186115e-08
1144,846,2.71179090345741e-08
1144,817,6.779477258643525e-09
1144,92,6.779477258643525e-09
1144,969,1.355895451728705e-08
1144,1288,6.779477258643525e-09
1144,411,2.0338431775930575e-08
1144,1056,6.779477258643525e-09
1144,248,6.779477258643525e-09
1144,1215,2.0338431775930575e-08
1144,887,1.355895451728705e-08
1144,1097,1.355895451728705e-08
1144,397,6.779477258643525e-09
1144,850,6.779477258643525e-09
1144,474,6.779477258643525e-09
1144,875,2.71179090345741e-08
1144,679,6.779477258643525e-09
1144,0,2.71179090345741e-08
1144,596,6.779477258643525e-09
1144,446,6.779477258643525e-09
1144,780,6.779477258643525e-09
1144,997,6.779477258643525e-09
1144,324,6.779477258643525e-09
1144,1294,3.3897386293217627e-08
1144,552,6.779477258643525e-09
1144,589,2.71179090345741e-08
1144,652,6.779477258643525e-09
1144,857,6.779477258643525e-09
1144,1290,6.779477258643525e-09
1144,1221,6.779477258643525e-09
1144,115,1.355895451728705e-08
1144,319,6.779477258643525e-09
1144,964,6.779477258643525e-09
1144,522,6.779477258643525e-09
1144,1151,6.779477258643525e-09
1144,640,6.779477258643525e-09
1144,467,6.779477258643525e-09
1144,322,2.0338431775930575e-08
1144,371,6.779477258643525e-09
1144,954,6.779477258643525e-09
1144,1009,6.779477258643525e-09
1144,749,6.779477258643525e-09
609,609,0.0006407894110097273
609,1150,0.0005297212350813704
609,884,1.386403099392601e-05
609,619,9.376017048703996e-06
609,656,5.830350442433432e-07
609,691,1.0169215887965287e-07
609,325,2.3050222679387986e-07
609,846,1.7626640872473166e-07
609,423,1.1321727021934687e-06
609,952,5.42358180691482e-07
609,1121,5.016813171396209e-07
609,601,2.5762013582845393e-07
609,270,1.1525111339693993e-07
609,457,1.0169215887965287e-06
609,511,4.067686355186115e-08
609,1042,2.0338431775930575e-08
609,451,2.5084065856981044e-07
609,741,5.42358180691482e-08
609,1065,7.796398847440053e-07
609,789,2.5084065856981044e-07
609,1175,1.5592797694880108e-07
609,578,3.3897386293217627e-08
609,901,2.71179090345741e-08
609,232,6.779477258643525e-09
609,1140,3.3897386293217627e-08
609,1134,7.457424984507877e-08
609,631,5.42358180691482e-08
609,310,2.0338431775930575e-08
609,272,1.355895451728705e-08
609,640,4.745634081050467e-08
609,342,7.457424984507877e-08
609,179,1.355895451728705e-08
609,322,1.4914849969015754e-07
609,250,4.067686355186115e-08
609,108,1.355895451728705e-08
609,211,4.067686355186115e-08
609,676,6.779477258643525e-09
609,205,5.42358180691482e-08
609,546,6.101529532779172e-08
609,777,6.779477258643525e-09
609,799,2.71179090345741e-08
609,1087,6.779477258643525e-09
609,286,5.42358180691482e-08
609,133,6.779477258643525e-09
609,328,6.779477258643525e-09
609,1100,6.779477258643525e-09
609,516,6.779477258643525e-09
609,589,2.2372274953523632e-07
609,661,4.067686355186115e-08
609,1097,2.0338431775930575e-08
609,1293,1.355895451728705e-08
609,481,1.355895451728705e-08
609,1048,6.779477258643525e-09
609,324,8.13537271037223e-08
609,586,3.3897386293217627e-08
609,534,1.355895451728705e-08
609,1088,6.779477258643525e-09
609,0,8.813320436236583e-08
609,683,2.0338431775930575e-08
609,980,6.779477258643525e-09
609,229,6.779477258643525e-09
609,832,6.779477258643525e-09
609,770,3.3897386293217627e-08
609,1131,6.779477258643525e-09
609,708,2.0338431775930575e-08
609,829,6.779477258643525e-09
609,780,2.0338431775930575e-08
609,1044,6.779477258643525e-09
609,532,6.779477258643525e-09
609,417,5.762555669846996e-07
609,1076,1.355895451728705e-08
609,1281,6.779477258643525e-09
609,803,1.355895451728705e-08
609,616,1.7626640872473166e-07
609,857,6.101529532779172e-08
609,522,3.3897386293217627e-08
609,964,5.42358180691482e-08
609,969,1.6948693146608811e-07
609,319,2.71179090345741e-08
609,552,1.355895451728705e-08
609,988,1.355895451728705e-08
609,725,1.4914849969015754e-07
609,611,1.6948693146608811e-07
609,977,6.779477258643525e-09
609,1272,2.0338431775930575e-08
609,411,4.745634081050467e-08
609,1294,2.71179090345741e-08
609,1221,4.067686355186115e-08
609,115,2.71179090345741e-08
609,1288,3.3897386293217627e-08
609,526,1.355895451728705e-08
609,887,2.0338431775930575e-08
609,1151,4.067686355186115e-08
609,1047,6.779477258643525e-09
609,875,4.745634081050467e-08
609,850,6.779477258643525e-09
609,248,6.779477258643525e-09
609,855,1.355895451728705e-08
609,1066,1.355895451728705e-08
609,579,1.355895451728705e-08
609,92,3.3897386293217627e-08
609,1138,2.0338431775930575e-08
609,1214,6.779477258643525e-09
609,687,6.779477258643525e-09
609,1197,6.779477258643525e-09
609,743,6.779477258643525e-09
609,371,6.779477258643525e-09
609,596,1.355895451728705e-08
609,1037,1.355895451728705e-08
609,1064,6.779477258643525e-09
609,919,1.355895451728705e-08
609,693,6.779477258643525e-09
609,570,6.779477258643525e-09
609,954,2.71179090345741e-08
609,296,6.779477258643525e-09
609,503,6.779477258643525e-09
609,1117,6.779477258643525e-09
609,1234,6.779477258643525e-09
609,339,6.779477258643525e-09
609,477,6.779477258643525e-09
609,111,6.779477258643525e-09
609,652,1.355895451728705e-08
609,730,6.779477258643525e-09
609,488,2.71179090345741e-08
609,865,6.779477258643525e-09
609,1056,6.779477258643525e-09
609,1009,1.355895451728705e-08
609,679,6.779477258643525e-09
609,1172,6.779477258643525e-09
609,181,6.779477258643525e-09
609,1012,2.0338431775930575e-08
609,1003,6.779477258643525e-09
609,372,1.355895451728705e-08
609,498,1.355895451728705e-08
609,1271,6.779477258643525e-09
609,696,6.779477258643525e-09
609,831,1.355895451728705e-08
609,759,6.779477258643525e-09
609,204,6.779477258643525e-09
609,1031,6.779477258643525e-09
609,878,6.779477258643525e-09
609,856,6.779477258643525e-09
609,1270,6.779477258643525e-09
609,600,6.779477258643525e-09
1150,1150,0.0006323150644364229
1150,619,0.0005381345663593471
1150,884,1.3992841061840235e-05
1150,457,2.5219655402153913e-06
1150,423,3.152456925269239e-06
1150,656,7.660809302267183e-07
1150,952,1.098275315900251e-06
1150,1065,1.2813212018836263e-06
1150,725,1.4914849969015754e-07
1150,601,3.254149084148892e-07
1150,1121,8.948909981409453e-07
1150,578,5.42358180691482e-08
1150,1175,3.1185595389760216e-07
1150,325,4.6100445358775973e-07
1150,969,1.627074542074446e-07
1150,179,4.067686355186115e-08
1150,451,5.762555669846996e-07
1150,789,4.2710706729454207e-07
1150,741,4.067686355186115e-08
1150,770,6.101529532779172e-08
1150,342,1.8304588598337517e-07
1150,481,1.355895451728705e-08
1150,270,1.5592797694880108e-07
1150,1134,1.0169215887965287e-07
1150,631,4.745634081050467e-08
1150,211,6.779477258643525e-08
1150,532,2.71179090345741e-08
1150,310,4.745634081050467e-08
1150,205,5.42358180691482e-08
1150,272,6.779477258643525e-09
1150,640,1.355895451728705e-08
1150,611,1.6948693146608811e-07
1150,322,3.728712492253939e-07
1150,250,1.6948693146608811e-07
1150,1140,6.779477258643525e-08
1150,0,8.813320436236583e-08
1150,324,1.8304588598337517e-07
1150,516,8.13537271037223e-08
1150,522,5.42358180691482e-08
1150,691,1.5592797694880108e-07
1150,687,1.355895451728705e-08
1150,511,2.71179090345741e-08
1150,780,2.71179090345741e-08
1150,1221,2.0338431775930575e-08
1150,661,1.084716361382964e-07
1150,229,1.355895451728705e-08
1150,108,2.0338431775930575e-08
1150,1207,1.355895451728705e-08
1150,708,1.355895451728705e-08
1150,775,6.779477258643525e-09
1150,616,3.050764766389586e-07
1150,850,6.779477258643525e-09
1150,328,6.779477258643525e-09
1150,614,1.355895451728705e-08
1150,372,1.355895451728705e-08
1150,1215,1.355895451728705e-08
1150,1293,6.779477258643525e-09
1150,752,6.779477258643525e-09
1150,1138,2.0338431775930575e-08
1150,1044,6.779477258643525e-09
1150,1288,3.3897386293217627e-08
1150,1041,6.779477258643525e-09
1150,799,2.0338431775930575e-08
1150,417,9.626857707273806e-07
1150,901,1.355895451728705e-08
1150,586,3.3897386293217627e-08
1150,1100,1.355895451728705e-08
1150,968,1.355895451728705e-08
1150,488,4.067686355186115e-08
1150,92,5.42358180691482e-08
1150,841,6.779477258643525e-09
1150,411,1.2203059065558345e-07
1150,115,2.71179090345741e-08
1150,856,4.067686355186115e-08
1150,954,2.71179090345741e-08
1150,1117,1.355895451728705e-08
1150,887,4.067686355186115e-08
1150,1270,2.0338431775930575e-08
1150,1294,5.42358180691482e-08
1150,534,1.355895451728705e-08
1150,105,6.779477258643525e-09
1150,811,6.779477258643525e-09
1150,964,7.457424984507877e-08
1150,1056,7.457424984507877e-08
1150,589,1.7626640872473166e-07
1150,467,1.355895451728705e-08
1150,846,1.6948693146608811e-07
1150,546,1.084716361382964e-07
1150,875,1.2881006791422696e-07
1150,286,7.457424984507877e-08
1150,733,6.779477258643525e-09
1150,857,7.457424984507877e-08
1150,1144,6.779477258643525e-09
1150,683,6.779477258643525e-08
1150,2,6.779477258643525e-09
1150,599,6.779477258643525e-09
1150,803,1.355895451728705e-08
1150,1066,6.779477258643525e-09
1150,507,6.779477258643525e-09
1150,204,1.355895451728705e-08
1150,712,6.779477258643525e-09
1150,1076,1.355895451728705e-08
1150,988,2.71179090345741e-08
1150,1188,6.779477258643525e-09
1150,977,6.779477258643525e-09
1150,319,1.355895451728705e-08
1150,547,6.779477258643525e-09
1150,523,6.779477258643525e-09
1150,302,6.779477258643525e-09
1150,1258,6.779477258643525e-09
1150,679,1.355895451728705e-08
1150,526,6.779477258643525e-09
1150,1009,6.779477258643525e-09
1150,1151,4.745634081050467e-08
1150,1097,6.779477258643525e-09
1150,878,6.779477258643525e-09
1150,498,1.355895451728705e-08
1150,831,1.355895451728705e-08
1150,865,1.355895451728705e-08
1150,446,6.779477258643525e-09
1150,1037,1.355895451728705e-08
1150,855,2.71179090345741e-08
1150,474,6.779477258643525e-09
1150,868,6.779477258643525e-09
1150,829,6.779477258643525e-09
1150,1067,6.779477258643525e-09
1150,414,6.779477258643525e-09
1150,552,1.355895451728705e-08
1150,530,1.355895451728705e-08
1150,1271,1.355895451728705e-08
1150,1272,2.0338431775930575e-08
1150,257,6.779477258643525e-09
1150,1273,6.779477258643525e-09
1150,1174,6.779477258643525e-09
1150,1012,6.779477258643525e-09
619,619,0.0006357251414975206
619,423,0.000488766412961905
619,457,2.025029857156821e-05
619,952,4.060906877927471e-06
619,884,1.5938551035070928e-05
619,1121,2.772806198785202e-06
619,656,9.491268162100935e-07
619,1065,4.467675513446083e-06
619,325,1.498264474160219e-06
619,417,1.7762230417646036e-06
619,601,7.864193620026489e-07
619,342,3.728712492253939e-07
619,1175,5.491376579501255e-07
619,1134,1.6948693146608811e-07
619,310,6.779477258643525e-08
619,205,8.13537271037223e-08
619,451,1.044039497831103e-06
619,857,1.5592797694880108e-07
619,789,5.152402716569079e-07
619,775,2.0338431775930575e-08
619,977,1.355895451728705e-08
619,546,2.169432722765928e-07
619,270,2.2372274953523632e-07
619,1076,6.779477258643525e-09
619,411,2.3050222679387986e-07
619,322,1.76944356450596e-06
619,1100,2.0338431775930575e-08
619,741,5.42358180691482e-08
619,211,1.084716361382964e-07
619,250,3.3219438567353274e-07
619,108,1.355895451728705e-08
619,583,1.355895451728705e-08
619,1140,1.5592797694880108e-07
619,1097,1.355895451728705e-08
619,683,1.4914849969015754e-07
619,532,2.71179090345741e-08
619,92,1.6948693146608811e-07
619,801,6.779477258643525e-09
619,204,2.71179090345741e-08
619,586,6.101529532779172e-08
619,578,8.13537271037223e-08
619,272,2.71179090345741e-08
619,371,2.0338431775930575e-08
619,511,4.745634081050467e-08
619,948,6.779477258643525e-09
619,1248,6.779477258643525e-09
619,870,6.779477258643525e-09
619,1288,5.42358180691482e-08
619,832,6.779477258643525e-09
619,534,2.71179090345741e-08
619,556,6.779477258643525e-09
619,248,6.779477258643525e-09
619,589,4.067686355186115e-07
619,691,2.101637950179493e-07
619,780,2.71179090345741e-08
619,229,1.355895451728705e-08
619,846,2.779585676043845e-06
619,712,2.0338431775930575e-08
619,0,1.2928463132233202e-05
619,850,6.779477258643525e-09
619,687,6.779477258643525e-09
619,799,2.0338431775930575e-08
619,179,4.067686355186115e-08
619,631,2.0338431775930575e-08
619,647,6.779477258643525e-09
619,286,1.0169215887965287e-07
619,488,4.745634081050467e-08
619,230,6.779477258643525e-09
619,481,6.779477258643525e-09
619,1082,6.779477258643525e-09
619,708,4.745634081050467e-08
619,640,2.71179090345741e-08
619,324,2.8473804486302805e-07
619,616,4.7456340810504676e-07
619,901,2.71179090345741e-08
619,725,2.0338431775930575e-07
619,1138,3.3897386293217627e-08
619,831,7.457424984507877e-08
619,702,6.779477258643525e-09
619,611,2.6439961308709747e-07
619,875,2.6439961308709747e-07
619,969,3.6609177196675034e-07
619,770,1.0169215887965287e-07
619,1221,4.067686355186115e-08
619,714,6.779477258643525e-09
619,491,6.779477258643525e-09
619,1014,6.779477258643525e-09
619,661,9.491268162100934e-08
619,522,7.457424984507877e-08
619,679,6.779477258643525e-09
619,1273,6.779477258643525e-09
619,552,2.0338431775930575e-08
619,319,2.0338431775930575e-08
619,1294,7.457424984507877e-08
619,887,8.813320436236583e-08
619,964,2.0338431775930575e-07
619,498,2.71179090345741e-08
619,1056,2.71179090345741e-08
619,111,6.779477258643525e-09
619,516,9.491268162100934e-08
619,652,4.067686355186115e-08
619,115,6.779477258643525e-08
619,696,1.355895451728705e-08
619,372,1.355895451728705e-08
619,302,1.355895451728705e-08
619,1037,6.779477258643525e-09
619,1150,6.779477258643525e-09
619,988,3.3897386293217627e-08
619,1067,1.355895451728705e-08
619,609,1.355895451728705e-08
619,296,6.779477258643525e-09
619,1214,1.355895451728705e-08
619,599,6.779477258643525e-09
619,1012,4.067686355186115e-08
619,697,6.779477258643525e-09
619,1048,6.779477258643525e-09
619,1215,6.779477258643525e-09
619,829,1.355895451728705e-08
619,920,1.355895451728705e-08
619,1041,6.779477258643525e-09
619,777,6.779477258643525e-09
619,386,6.779477258643525e-09
619,664,6.779477258643525e-09
619,1270,3.3897386293217627e-08
619,893,6.779477258643525e-09
619,181,2.0338431775930575e-08
619,557,6.779477258643525e-09
619,1142,6.779477258643525e-09
619,94,6.779477258643525e-09
619,730,6.779477258643525e-09
619,1292,6.779477258643525e-09
619,954,1.355895451728705e-08
619,865,6.779477258643525e-09
619,1293,6.779477258643525e-09
619,446,2.0338431775930575e-08
619,1151,1.355895451728705e-08
619,855,6.779477258643525e-09
619,1003,6.779477258643525e-09
619,1272,1.355895451728705e-08
619,1009,6.779477258643525e-09
619,1031,6.779477258643525e-09
619,1271,1.355895451728705e-08
619,856,1.355895451728705e-08
619,257,6.779477258643525e-09
423,423,0.00016992759748789995
423,457,0.0003644375795156413
423,884,0.00010803097011648457
423,952,6.649989243003433e-05
423,1121,3.932096810013244e-06
423,1065,3.1538128207209675e-05
423,325,1.0779368841243206e-06
423,451,6.169324305365607e-07
423,656,1.8304588598337517e-07
423,322,1.2203059065558345e-07
423,691,4.067686355186115e-08
423,589,6.101529532779172e-08
423,601,7.593014529680748e-07
423,1134,8.13537271037223e-08
423,789,1.5592797694880108e-07
423,1175,3.3897386293217623e-07
423,342,9.491268162100934e-08
423,270,2.71179090345741e-08
423,1100,1.355895451728705e-08
423,741,2.71179090345741e-08
423,250,5.626966124674126e-07
423,214,6.779477258643525e-09
423,179,6.779477258643525e-09
423,586,1.355895451728705e-08
423,511,3.3897386293217627e-08
423,775,6.779477258643525e-09
423,578,2.71179090345741e-08
423,1140,2.0338431775930575e-08
423,631,2.0338431775930575e-08
423,211,5.42358180691482e-08
423,310,6.779477258643525e-09
423,948,6.779477258643525e-09
423,324,2.8473804486302805e-07
423,799,6.779477258643525e-09
423,857,2.0338431775930575e-08
423,417,9.355678616928064e-07
423,583,6.779477258643525e-09
423,1207,6.779477258643525e-09
423,759,6.779477258643525e-09
423,1294,2.0338431775930575e-08
423,411,3.3897386293217627e-08
423,1288,3.3897386293217627e-08
423,887,4.067686355186115e-08
423,661,4.067686355186115e-08
423,1151,1.355895451728705e-08
423,616,8.813320436236583e-08
423,875,9.491268162100934e-08
423,516,1.355895451728705e-08
423,1056,1.355895451728705e-08
423,846,1.355895451728705e-07
423,683,3.3897386293217627e-08
423,611,7.457424984507877e-08
423,770,2.0338431775930575e-08
423,969,4.067686355186115e-08
423,1138,1.355895451728705e-08
423,205,6.779477258643525e-09
423,92,4.745634081050467e-08
423,708,6.779477258643525e-09
423,640,6.779477258643525e-09
423,446,6.779477258643525e-09
423,901,6.779477258643525e-09
423,777,6.779477258643525e-09
423,272,6.779477258643525e-09
423,870,6.779477258643525e-09
423,1270,6.779477258643525e-09
423,652,6.779477258643525e-09
423,546,3.3897386293217627e-08
423,964,1.355895451728705e-08
423,94,6.779477258643525e-09
423,725,1.355895451728705e-08
423,1012,2.71179090345741e-08
423,696,6.779477258643525e-09
423,1292,6.779477258643525e-09
423,329,6.779477258643525e-09
423,856,6.779477258643525e-09
423,831,6.779477258643525e-09
423,825,6.779477258643525e-09
423,1227,6.779477258643525e-09
423,977,6.779477258643525e-09
423,0,1.355895451728705e-08
423,1144,6.779477258643525e-09
423,498,1.355895451728705e-08
423,1273,6.779477258643525e-09
423,1272,1.355895451728705e-08
423,526,6.779477258643525e-09
423,286,6.779477258643525e-09
423,1234,6.779477258643525e-09
423,229,6.779477258643525e-09
423,1009,6.779477258643525e-09
423,679,6.779477258643525e-09
423,1062,6.779477258643525e-09
457,952,0.00022174314217571241
457,884,6.21949243707957e-05
457,601,9.69465247986024e-07
457,1121,6.142884344056898e-05
457,1065,2.7775518328662524e-05
457,325,1.1382742317262479e-05
457,451,1.5050439514188625e-06
457,250,2.4812886766635303e-06
457,661,8.13537271037223e-08
457,211,1.2203059065558345e-07
457,417,1.084716361382964e-07
457,1175,5.491376579501255e-07
457,205,2.0338431775930575e-08
457,1134,1.2881006791422696e-07
457,1100,2.0338431775930575e-08
457,1140,3.3897386293217627e-08
457,789,2.3050222679387986e-07
457,270,1.2881006791422696e-07
457,481,6.779477258643525e-09
457,342,1.6948693146608811e-07
457,586,1.355895451728705e-08
457,631,3.3897386293217627e-08
457,324,1.444028656091071e-06
457,741,1.355895451728705e-08
457,656,1.2881006791422696e-07
457,691,6.779477258643525e-08
457,640,2.71179090345741e-08
457,322,6.908287326557752e-06
457,969,3.3897386293217627e-08
457,777,6.779477258643525e-09
457,1076,1.355895451728705e-08
457,310,1.355895451728705e-08
457,875,2.779585676043845e-07
457,901,2.71179090345741e-08
457,708,2.0338431775930575e-08
457,488,6.779477258643525e-09
457,683,7.457424984507877e-08
457,546,1.898253632420187e-07
457,578,6.779477258643525e-09
457,232,6.779477258643525e-09
457,516,6.779477258643525e-08
457,92,2.101637950179493e-07
457,959,6.779477258643525e-09
457,522,6.779477258643525e-09
457,179,2.0338431775930575e-08
457,799,1.355895451728705e-08
457,774,6.779477258643525e-09
457,511,1.355895451728705e-08
457,204,6.779477258643525e-09
457,550,6.779477258643525e-09
457,1248,6.779477258643525e-09
457,411,3.3897386293217627e-08
457,865,1.355895451728705e-08
457,616,8.13537271037223e-08
457,725,2.71179090345741e-08
457,846,1.627074542074446e-07
457,1056,2.0338431775930575e-08
457,751,6.779477258643525e-09
457,589,3.3897386293217627e-08
457,780,3.3897386293217627e-08
457,831,6.779477258643525e-09
457,1221,6.779477258643525e-09
457,857,1.355895451728705e-08
457,115,5.42358180691482e-08
457,1109,6.779477258643525e-09
457,850,6.779477258643525e-09
457,775,6.779477258643525e-09
457,1042,6.779477258643525e-09
457,532,6.779477258643525e-09
457,853,6.779477258643525e-09
457,801,6.779477258643525e-09
457,371,1.355895451728705e-08
457,446,6.779477258643525e-09
457,954,6.779477258643525e-09
457,328,6.779477258643525e-09
457,978,6.779477258643525e-09
457,61,6.779477258643525e-09
457,868,6.779477258643525e-09
457,0,2.71179090345741e-08
457,1197,6.779477258643525e-09
457,181,6.779477258643525e-09
457,696,6.779477258643525e-09
457,1294,6.779477258643525e-09
457,870,6.779477258643525e-09
457,964,2.71179090345741e-08
457,770,2.0338431775930575e-08
457,1136,6.779477258643525e-09
457,611,4.067686355186115e-08
457,856,6.779477258643525e-09
457,286,6.779477258643525e-09
457,1272,6.779477258643525e-09
457,397,6.779477258643525e-09
457,829,6.779477258643525e-09
457,887,6.779477258643525e-09
457,272,6.779477258643525e-09
457,1012,6.779477258643525e-09
457,825,6.779477258643525e-09
952,1121,0.00032735383891086125
952,1175,3.573462463031002e-05
952,325,4.59648558136031e-06
952,451,2.840600971371637e-05
952,1065,1.2406443383317652e-06
952,1134,4.6100445358775973e-07
952,884,6.033734760192738e-07
952,324,2.3728170405252338e-07
952,601,1.1864085202626168e-06
952,342,2.3050222679387986e-07
952,270,1.4236902243151402e-07
952,789,3.050764766389586e-07
952,578,8.813320436236583e-08
952,310,4.067686355186115e-08
952,1100,2.0338431775930575e-08
952,204,6.779477258643525e-09
952,511,2.0338431775930575e-08
952,179,6.779477258643525e-09
952,211,3.99989158259968e-07
952,741,2.71179090345741e-08
952,780,1.0169215887965287e-07
952,984,6.779477258643525e-09
952,1076,3.3897386293217627e-08
952,205,3.3897386293217627e-08
952,631,1.355895451728705e-08
952,546,2.71179090345741e-08
952,901,1.084716361382964e-07
952,1214,6.779477258643525e-09
952,850,1.355895451728705e-08
952,656,3.3897386293217627e-08
952,640,2.71179090345741e-08
952,989,6.779477258643525e-09
952,322,1.0169215887965287e-07
952,857,1.355895451728705e-08
952,522,6.779477258643525e-09
952,272,1.2203059065558345e-07
952,583,6.779477258643525e-09
952,250,1.1525111339693993e-07
952,417,6.779477258643525e-09
952,775,2.71179090345741e-08
952,1047,1.355895451728705e-08
952,586,6.779477258643525e-09
952,532,6.779477258643525e-09
952,481,6.779477258643525e-09
952,691,1.355895451728705e-08
952,865,3.3897386293217627e-08
952,488,1.355895451728705e-08
952,516,1.4914849969015754e-07
952,1048,2.71179090345741e-08
952,875,3.3897386293217627e-08
952,1056,1.355895451728705e-08
952,1237,6.779477258643525e-09
952,92,6.779477258643525e-09
952,302,2.0338431775930575e-08
952,229,6.779477258643525e-09
952,661,6.101529532779172e-08
952,596,6.779477258643525e-09
952,1215,6.779477258643525e-09
952,890,6.779477258643525e-09
952,397,6.779477258643525e-09
952,372,6.779477258643525e-09
952,1041,6.779477258643525e-09
952,115,6.779477258643525e-09
952,1044,6.779477258643525e-09
952,1270,6.779477258643525e-09
952,1126,6.779477258643525e-09
952,919,6.779477258643525e-09
952,181,3.3897386293217627e-08
952,696,6.779477258643525e-09
952,339,6.779477258643525e-09
952,0,6.779477258643525e-09
952,642,6.779477258643525e-09
952,846,6.779477258643525e-09
952,611,6.779477258643525e-09
952,829,6.779477258643525e-09
952,619,6.779477258643525e-09
952,683,1.355895451728705e-08
952,988,6.779477258643525e-09
952,1292,2.0338431775930575e-08
952,446,6.779477258643525e-09
952,526,6.779477258643525e-09
952,534,6.779477258643525e-09
1121,601,1.829102964382023e-05
1121,1175,3.7626098785471565e-05
1121,325,0.00032671656804854874
1121,451,1.2196279588299701e-05
1121,884,1.2677622473663391e-06
1121,1065,2.3660375632665904e-06
1121,250,2.0338431775930575e-07
1121,324,6.237119077952043e-07
1121,322,2.169432722765928e-07
1121,789,2.6439961308709747e-07
1121,205,4.067686355186115e-08
1121,342,2.3050222679387986e-07
1121,578,6.101529532779172e-08
1121,775,2.71179090345741e-08
1121,1140,6.779477258643525e-08
1121,270,1.2881006791422696e-07
1121,310,1.355895451728705e-08
1121,683,3.3897386293217627e-08
1121,641,6.779477258643525e-09
1121,211,2.982969993803151e-07
1121,481,6.779477258643525e-09
1121,1041,6.779477258643525e-09
1121,868,2.0338431775930575e-08
1121,656,6.779477258643525e-09
1121,774,6.779477258643525e-09
1121,691,2.0338431775930575e-08
1121,516,1.9660484050066223e-07
1121,1134,1.6948693146608811e-07
1121,640,4.067686355186115e-08
1121,661,1.4236902243151402e-07
1121,488,1.355895451728705e-08
1121,988,6.779477258643525e-09
1121,741,1.355895451728705e-08
1121,631,2.0338431775930575e-08
1121,511,6.779477258643525e-09
1121,901,4.745634081050467e-08
1121,857,6.779477258643525e-09
1121,586,1.355895451728705e-08
1121,1042,6.779477258643525e-09
1121,147,6.779477258643525e-09
1121,1144,1.355895451728705e-08
1121,589,1.355895451728705e-08
1121,875,8.13537271037223e-08
1121,865,1.1525111339693993e-07
1121,1270,6.779477258643525e-09
1121,358,6.779477258643525e-09
1121,546,4.067686355186115e-08
1121,411,1.355895451728705e-08
1121,829,2.0338431775930575e-08
1121,1056,1.355895451728705e-08
1121,977,1.355895451728705e-08
1121,115,6.779477258643525e-09
1121,532,6.779477258643525e-09
1121,920,6.779477258643525e-09
1121,552,6.779477258643525e-09
1121,92,2.71179090345741e-08
1121,964,6.779477258643525e-09
1121,417,6.779477258643525e-09
1121,708,6.779477258643525e-09
1121,725,6.779477258643525e-09
1121,108,6.779477258643525e-09
1121,969,6.779477258643525e-09
1121,867,6.779477258643525e-09
1121,780,4.745634081050467e-08
1121,719,6.779477258643525e-09
1121,286,6.779477258643525e-09
1121,1067,6.779477258643525e-09
1121,1044,6.779477258643525e-09
1121,0,1.355895451728705e-08
1121,181,2.71179090345741e-08
1121,272,2.71179090345741e-08
1121,652,6.779477258643525e-09
1121,846,1.355895451728705e-08
1121,948,6.779477258643525e-09
1121,770,6.779477258643525e-09
1121,611,6.779477258643525e-09
1121,1076,1.355895451728705e-08
1121,616,1.355895451728705e-08
1121,609,6.779477258643525e-09
1121,319,1.355895451728705e-08
1121,1117,6.779477258643525e-09
601,1175,1.746393341826572e-05
601,571,0.00015343312931762027
601,789,9.728549866153458e-06
601,532,5.207994430089956e-05
601,342,6.210001168917469e-06
